ID,Title,Abstract,Date Added
9047706,Comparison of English and Chinese Speech Recognition Using High-Density Electromyography,"Speaking different languages requires different ways of pronunciation, and the muscular activities associated with phonation show different articulation styles. Therefore, clarifying the contributions of the articulatory muscles in different regions, such as the face and neck, is helpful for automatic speech recognition. However, it remains unclear how the articulatory muscles at different positions affect the classification accuracies of speech recognition across different languages. In this study, the technique of high-density surface electromyography (HD sEMG) was proposed to investigate the role of different articulatory muscles in classifying English and Chinese speaking tasks, respectively. The HD sEMG signals were recorded by 120 electrodes evenly placed on the facial and neck muscles across six subjects while they were speaking five English and Chinese daily words. Four time-domain features were extracted from sEMG recordings and used to construct a linear-discriminant-analysis classifier for speech recognition. The results showed that the classification accuracies of using neck sEMG were higher than that of using facial sEMG in both English and Chinese recognition tasks. The accuracies for Chinese speaking tasks were significantly higher than that for English when using facial sEMG only. Moreover, there was no significant difference in accuracies between the two types of languages when using neck sEMG. This study might provide useful information about the contributions of different articulatory muscles, and pave the way for automatic speech recognition across different languages for patients with dysarthria.",Date Added to IEEEXplore:26 March 2020
10039514,Hybrid CNN-LSTM network to detect Dysarthria using Mel-Frequency Cepstral Coefficients,"Dysarthria is a speech problem acquired at birth due to cerebral palsy (CP) or developed after severe brain damage. Dysarthria affects more than 70% of Parkinson's patients and 10% to 65% of people with traumatic brain injury. It is critical to detect dysarthria and other voice speech difficulties early to diagnose the underlying cause. Intelligent systems capable of identifying dysarthria with incredible precision have been developed using audio processing techniques and various deep learning models. This paper presents a hybrid CNN-LSTM model for classifying patients with dysarthria using audio recordings. The CNN-LSTM combination helps capture spatial and temporal information where CNN acts as a feature extractor while LSTM functions as a classifier. The proposed model was trained on the publicly available 9184 audio recordings from the TORGO dataset, and various audio augmentation techniques were employed to generate synthetic data. A total of 128 features were extracted using Mel Frequency Cepstral Coefficients (MFCC) and fed into the architecture as inputs. The K-fold cross-validation technique was used to avoid overfitting and increase the generalization capability of the model. The proposed architecture achieved a state-of-the-art 99.59% accuracy on the dataset. The presented work will minimize the workload of speech pathologists and help them detect dysarthria precisely and effectively.",Date Added to IEEEXplore:13 February 2023
10731900,Advancing Voice Biometrics for Dysarthria Speakers Using Multitaper LFCC and Voice Conversion Data Augmentation,"Patients with dysarthria and physical impairments face challenges with traditional user interfaces. An Automatic Speaker Verification (ASV) system can enhance accessibility by replacing complex authentication methods and enabling voice biometrics in various applications for patients with dysarthria. This study focuses on enhancing accessibility of patients with dysarthria through an ASV system. In this study, a noval low variance Multitaper Linear Frequency Cepstral Coefficients (MTLFCC) feature is proposed. An ASV system for patients with dysarthria is implemented using the voice conversion data augmentation within a DNN framework. An extensive analysis is conducted to compare various multitaper techniques and taper weight choices using the Thomson multitaper method, specifically verifying patients with dysarthria as speakers. The impact of voice conversion through a cycle-consistent generative adversarial network (Cycle GAN) is also examined by modifying the acoustic attributes of control speech to make it perceptually similar to dysarthria speech and its implications for dysarthria ASV. Furthermore, the system performance is analyzed for different severity level of dysarthria to gain insight into how the selected multitaper parameters influence the outcomes. This study pioneers the use of MTLFCC features for ASV in the context of dysarthria, offering a novel approach to improve accessibility for this group.",N/A
10832263,Optimizing Dysarthria Wake-Up Word Spotting: an End-to-End Approach For SLT 2024 LRDWWS Challenge,"Speech has emerged as a widely embraced user interface across diverse applications. However, for individuals with dysarthria, the inherent variability in their speech poses significant challenges. This paper presents an end-to-end Pretrain-based Dual-filter Dysarthria Wake-up word Spotting (PD-DWS) system for the SLT 2024 Low-Resource Dysarthria Wake-Up Word Spotting Challenge. Specifically, our system improves performance from two key perspectives: audio modeling and dual-filter strategy. For audio modeling, we propose an innovative 2 branch- d 2 v 2 model based on the pre-trained data2vec2(d2v2), which can simultaneously model automatic speech recognition (ASR) and wake-up word spotting (WWS) tasks through a unified multi-task finetuning paradigm. Additionally, a dual-filter strategy is introduced to reduce the false accept rate (FAR) while maintaining the same false reject rate (FRR). Experimental results demonstrate that our PD-DWS system achieves an FAR of 0.00321 and an FRR of 0.005, with a total score of 0.00821 on the test-B eval set, securing first place in the challenge.",Date Added to IEEEXplore:16 January 2025
10725823,Enhancing Dysarthria Diagnosis With Deep Learning Techniques,"Dysarthria is characterized by delayed, slurred speech that can be challenging to comprehend. This condition is frequently brought on by nerve injury that affects the muscles used to produce speech. Depending on which muscles are affected and the underlying cause, symptoms can differ greatly. Talk therapy can help with early detection and intervention, which can enhance treatment outcomes. Convolutional neural networks (CNNs) are the method suggested here for detecting dysarthria from audio data. The method highlights the distinctions in speech patterns between people with and without dysarthria by using feature extraction, notably Mel-frequency cepstral coefficients (MFCC), and audio visualization approaches. These properties are used in the development and training of several neural network models, such as CNN, Long Short Term Memory (LSTM), Gated Recurrent Units (GRU), Bidirectional LSTM, SimpleRNN, and Deep Neural Networks (DNN). These models’ performance is assessed with the use of confusion matrices and classification reports. This all-inclusive dysarthria detection pipeline includes advanced deep learning approaches for evaluation, model training, and data preprocessing. The objective is to develop a trustworthy dysarthria detection system that will help healthcare professionals identify and treat the ailment early on.",Date Added to IEEEXplore:04 November 2024
10487652,Using Novel Hybrid Convolutional Neural Network for Dysarthria Diagnosis,"Dysarthria is a motor speech disorder characterized by articulation and phonation difficulties resulting from speech muscle weakness, paralysis, or incoordination. A precise and timely diagnosis of dysarthria is essential for effective treatment and management of the condition, as it may deteriorate over time or be a precursor to a much more serious disease. On the other hand, this is becoming a severe problem in recent times owing to the rising ageing population and the prevalence of neurological disorders among such people. Hence early detection of dysarthria is deemed essential for the timely management of the disease. In recent years, Artificial Intelligence (AI) applications have shown promising results in various audio processing tasks and incorporated into pathological voice analysis for disease diagnosis. The majority of previous studies on dysarthria detection employed Machine Learning (ML) and Deep Learning (DL) models as the disease classification models. In light of this, this study presents a novel hybrid approach for classifying dysarthria based on audio data using Convolutional Neural Network (CNN) and Support Vector Machine (SVM). According to the experimental results, the proposed classification schema achieves an accuracy of 98.25 % compared to previous research work. Overall, our proposed method aims to automate the classification process, enabling faster and more reliable diagnoses.",Date Added to IEEEXplore:05 April 2024
9032852,Breathiness Indices for Classification of Dysarthria Based on Type and Speech Intelligibility,"Dysarthria classification based on intelligibility level is useful for speech pathologists for deciding the therapy. However, intelligibility assessment also depends on perceptual attributes like hypernasality, breathiness, slow rate, short pauses etc. These perceptual attributes vary depending on the cause for dysarthria giving rise to different types of dysarthria. In this work, we explore the use of breathiness features for intelligibility assessment of dysarthria and for distinguishing type of dysarthria. Voiced segments from two controlled speakers, two dysarthric speakers with low and mid intelligibility level each from UA database are used in the work. Features were analysed for use in dysarthria intelligibility assessment vs. distinguishing type of dysarthria.",Date Added to IEEEXplore:12 March 2020
9980124,"Cross-lingual Dysarthria Severity Classification for English, Korean, and Tamil","Data scarcity hinders research on dysarthria severity classification due to the limited size of datasets. While the crosslingual approach has been applied to alleviate the problem, the roles of language-specific features have been underestimated. This paper proposes a cross-lingual classification method for English, Korean, and Tamil, which employs both language-independent features and language-unique features. First, we extract thirty-nine features from diverse speech dimensions such as voice quality, pronunciation, and prosody. Second, feature selections are applied to identify the optimal feature set for each language. A set of shared features and a set of distinctive features are distinguished by comparing the feature selection results of the three languages. Lastly, automatic severity classification is performed, utilizing the two feature sets. Notably, the proposed method removes different features by languages to prevent the negative effect of unique features for other languages. Accordingly, eXtreme Gradient Boosting (XGBoost) algorithm is employed for classification, due to its strength in imputing missing data. In order to validate the effectiveness of our proposed method, two baseline experiments are conducted: experiments using the intersection set of mono-lingual feature sets (Intersection) and experiments using the union set of monolingual feature sets (Union). According to the experimental results, our method achieves better performance with a 67.14% F1 score, compared to 64.52% for the Intersection experiment and 66.74% for the Union experiment. Further, the proposed method attains better performances than mono-lingual classifications for all three languages, achieving 17.67%, 2.28%, 7.79% relative percentage increases for English, Korean, and Tamil, respectively. The result specifies that commonly shared features and language-specific features must be considered separately for cross-language dysarthria severity classification.",Date Added to IEEEXplore:21 December 2022
10799983,The Open-Access Mandarin Subacute Stroke Dysarthria Multimodal (MSDM) Database for Intelligent Assessment,"Early objective identification and assessment of dysarthria due to neurological deficits are essential for neurorehabilitation. Developing a system to achieve this requires a large-scale database of pathological information with detailed labeling. In the present study, a high-quality Chinese multimodal audio-visual database, consisting of 64 subacute stroke patients and 25 healthy participants, named the “Mandarin Subacute Stroke Dysarthria Multimodal (MSDM) database”, was established. The materials of MSDM include a series of speech tasks such as syllables, characters, words, sentences, and spontaneous speech. All audio-visual data in this database were manually annotated and simultaneously verified by experienced researchers. Additionally, comprehensive clinical assessments of speech-motor function (e.g., Frenchay Dysarthria Assessment) and cognitive function (e.g., Montreal Cognitive Assessment) for each individual were included in the database. In conclusion, the MSDM database is believed to provide sufficient data resources for developing automatic assessment and speech recognition methods and contribute to understanding the pathological mechanisms of dysarthria.",Date Added to IEEEXplore:23 December 2024
10464345,Improving Dysarthric Speech Segmentation With Emulated and Synthetic Augmentation,"Acoustic features extracted from speech can help with the diagnosis of neurological diseases and monitoring of symptoms over time. Temporal segmentation of audio signals into individual words is an important pre-processing step needed prior to extracting acoustic features. Machine learning techniques could be used to automate speech segmentation via automatic speech recognition (ASR) and sequence to sequence alignment. While state-of-the-art ASR models achieve good performance on healthy speech, their performance significantly drops when evaluated on dysarthric speech. Fine-tuning ASR models on impaired speech can improve performance in dysarthric individuals, but it requires representative clinical data, which is difficult to collect and may raise privacy concerns. This study explores the feasibility of using two augmentation methods to increase ASR performance on dysarthric speech: 1) healthy individuals varying their speaking rate and loudness (as is often used in assessments of pathological speech); 2) synthetic speech with variations in speaking rate and accent (to ensure more diverse vocal representations and fairness). Experimental evaluations showed that fine-tuning a pre-trained ASR model with data from these two sources outperformed a model fine-tuned only on real clinical data and matched the performance of a model fine-tuned on the combination of real clinical data and synthetic speech. When evaluated on held-out acoustic data from 24 individuals with various neurological diseases, the best performing model achieved an average word error rate of 5.7% and a mean correct count accuracy of 94.4%. In segmenting the data into individual words, a mean intersection-over-union of 89.2% was obtained against manual parsing (ground truth). It can be concluded that emulated and synthetic augmentations can significantly reduce the need for real clinical data of dysarthric speech when fine-tuning ASR models and, in turn, for speech segmentation.",N/A
9840837,Significance of Filterbank Structure for Capturing Dysarthric Information through Cepstral Coefficients,"The short-term Fourier transform magnitude spectra (STFT-MS) computed from the dysarthric speech deviates nonlinearly from the normal speech in different frequency bands depending on underlying sound units. This discriminating information can be captured by segmenting the STFT-MS into different frequency bands following the power spectra of board categories of sound units. Motivated by this observation in this study, we have computed the cepstral coefficients by analyzing the STFT-MS in 0–500 Hz, 500–2000 Hz, 2000–4000 Hz, and 4000 – 8000Hz, respectively for 16 kHz sampled speech data. Each of the selected frequency bands is analyzed by using a 30 channel Mel filterbank. The log filterbank energies computed for each sub-band are then polled together and discrete cosine transform (DCT) is applied to compute the cepstral coefficients, here termed as sub-band enhanced Mel frequency cepstral coefficients (SE-MFCC). The i-vector based dysarthric intelligibility assessment system reported in this study shows that the SEMFCC outperforms the conventional Mel frequency cepstral coefficients (MFCC), and the cepstral coefficients computed using inverse-Mel filterbank (IMFCC), and linear filterbank (LFCC). The score level combination of SE-MFCC with the MFCC further improves the overall performance.",Date Added to IEEEXplore:01 August 2022
9689552,Data Augmentation Based on Frequency Warping for Recognition of Cleft Palate Speech,"In this paper, we present an automatic speech recognition (ASR) system for the speech of a person with a cleft lip and palate (CLP). The accuracy of speech recognition for a person with CLP is lower than that of a physically-unimpaired (PU) person because the CLP speech has characteristics that differ from those of a PU person; moreover, the amount of available training data is quite limited. In the field of ASR for PU people, data augmentation and self-supervised learning have been studied to tackle this problem of data scarcity. In this paper, we evaluate the effectiveness of those approaches on CLP speech recognition, and propose a data augmentation technique based on frequency warping. The formant of CLP speech tends to fluctuate compared to that of PU people. In order to compensate for the large variety of formant components, our data augmentation method stretches or contracts the spectrogram through the frequency axis. The experimental results on an ASR task with two CLP subjects showed that both data augmentation and self-supervised learning were effective for CLP speech recognition, and our proposed method further improved the performance of those two approaches based on conventional SpecAugment techniques.",Date Added to IEEEXplore:03 February 2022
9292041,Improving Pronunciation Clarity of Dysarthric Speech Using CycleGAN with Multiple Speakers,"In this paper, we propose a method that improves pronunciation clarity of dysarthric speech using CycleGAN based non-parallel voice conversion. This method converts dysarthric speech into healthy speech using CycleGAN. We considered the use of single and multiple speakers as healthy speech. The subjective evaluations showed the effectiveness of using multiple speakers as healthy speech.",Date Added to IEEEXplore:21 December 2020
9754848,Adaptation of a Pronunciation Dictionary for Dysarthric Speech Recognition,"In the general framework of an automatic speech recognition system, a pronunciation dictionary, that is a mapping table from a phoneme sequence to a word, is used both in the processes of training and recognition. However, this pronunciation dictionary is not always adequate in the case of dysarthric speech recognition because dysarthric people often have difficulty pronouncing words in the same way they are pronounced in the dictionary. In this paper, we investigate the adaptation of a pronunciation dictionary to an individual dysarthric person and evaluate the effectiveness of adapting the dictionary using a dysarthric speech recognition task. In the proposed method, in order to find rules we can use to modify a dictionary, we analyze the pattern of mis-recognition in the phoneme recognition results. By following the extracted rules, we add pronunciations to the dictionary for the target dysarthric person. We evaluate the effectiveness of the adapted pronunciation dictionary on a continuous speech recognition task and demonstrate that the adapted dictionary can decrease the word error rate.",Date Added to IEEEXplore:14 April 2022
1616954,A Fuzzy Cognitive Map Hierarchical Model for Differential Diagnosis of Dysarthrias and Apraxia of Speech,"This paper presents a novel soft computing system for differential diagnosis of the dysarthrias and apraxia of speech based on well accepted dysarthrias' classification system used by speech and language pathologists. The dysarthrias and apraxia are complex disorders of speech because they represent a variety of neurological disturbances that can potentially affect every component of speech production. Since an accurate diagnosis is a very challenging task for the clinician, the under development system based on hierarchical fuzzy cognitive maps (FCMs) will be used as a ""second opinion"" or training system. The hierarchical FCM differential diagnosis system is capable of differentiating between the six types of dysarthria as well as apraxia. The system was tested using published case studies and real patients and examples are presented here",Date Added to IEEEXplore:10 April 2006
10776229,A Novel Gamified Approach for Collecting Speech Data from Young Children with Dysarthria: Feasibility and Positive Engagement Evaluation,"Dysarthria is a common and treatable speech problem in children, and computer-assisted speech therapy is a promising way for children's speech therapy. However, data collection poses a significant challenge for computer-assisted therapy, especially when it comes to gathering speech data from young children, particularly those with dysarthria. Finding a better way to collect young children's speech data is, therefore, an urgent need. This paper prompted a gamified speech collection method and carried out an experiment to compare the participation time, error rate, and collection efficiency with the gamified method and with a traditional method where adults are imitated. Moreover, we also explore whether the gamified collection methods increase the children's positive engagement. A feasibility study including 10 children with dysarthria and 10 children without speech problems was conducted. Their participation duration, number of spoken utterances, number of mispronunciation utterances, and a questionnaire about children's engagement attitude were recorded. The findings indicate that the gamified collecting method reduces pronunciation mistake rates in children with dysarthria while also increasing their engagement to participate.",Date Added to IEEEXplore:11 December 2024
10181220,Edge Computing Solutions Supporting Voice Recognition Services for Speakers with Dysarthria,"In the framework of Automatic Speech Recognition (ASR), the synergism between edge computing and artificial intelligence has led to the development of intelligent objects that process and respond to human speech. This acts as a key enabler for multiple application scenarios, such as smart home automation, where the user’s voice is an interface for interacting with appliances and computer systems. However, for millions of speakers with dysarthria worldwide, such a voice interaction is impossible because nowadays ASR technologies are not robust to their atypical speech commands. So these people, who also live with severe motor disabilities, are unable to benefit from many voice assistant services that might support their everyday life. To cope with the above challenges, this paper proposes a deep learning approach to isolated word recognition in the presence of dysarthria conditions, along with the deployment of customized ASR models on machine learning powered edge computing nodes. In this way, we work toward a low-cost, portable solution with the potential to operate next to the user with a disability, e.g., in a wheelchair or beside a bed, in an always active mode. Finally, experiments show the goodness (in terms of word error rate) of our speech recognition solution in comparison with other studies on isolated word recognition for impaired speech.",Date Added to IEEEXplore:19 July 2023
10485694,Dysarthria Diagnosis and Dysarthric Speaker Identification Using Raw Speech Model,"Dysarthria is a medical condition that causes difficulty in producing coherent speech due to muscle paralysis or weakness. This article presents a unique approach to identifying dysarthric speakers using a deep learning model that works directly with unprocessed speech waveforms. By eliminating the need for feature extractions, the model's resistance to noise and voice variability is increased. The proposed approach utilizes a SincNet layer model with multiple initializations including Mel, Erb, and Bark scales for dysarthria detection (DD) and dysarthric speaker identification (DSI). Bark scaling, aligning better with human auditory perception and capturing distinctive acoustic features, notably outperforms other initialization methods. When Bark scaling was employed, the study's results demonstrated outstanding accuracy rates of 97.0% for DD and 88.0% for DSI. The results demonstrated exceptional performance, that surpassing existing literature benchmarks.",Date Added to IEEEXplore:05 April 2024
8706615,Acoustic and Kinematic Examination of Dysarthria in Cantonese Patients of Parkinson’s Disease,"Hypokinetic dysarthria is one of the core symptoms of Parkinson's disease, characterized by reduced loudness, slurred speech and distorted consonant productions. Dopaminergic medication for Parkinson's disease (PD) has been proven to be effective in treating limb and gross motor movement problems. However, the literature sees contradictory findings regarding dopaminergic effects on speech problems associated with PD. Previous perceptual and acoustic studies of PD hypokinetic dysarthria mostly involved heterogeneous population and variations of speech tasks which complicated data interpretation. Also, the lack of kinematic data limited our understanding of the details of articulation errors associated with PD, as well as the medication effects. Electromagnetic articulography (EMA) enabled the examination of PD articulatory patterns with high degree of accuracy and safety. The aim of the present study was to address these inconsistencies by providing an integrative description of basic kinematic and acoustic parameters of speech production about the dopaminergic effect on early PD speech by using EMA. The results revealed a significant improvement of articulatory function on dopaminergic effects for PD speech, evidenced by increased vowel space, the velocity and accelerated velocity initiation and coordination of articulation during bilabial or alveolar productions.",Date Added to IEEEXplore:06 May 2019
7782309,Representation Learning Based Speech Assistive System for Persons With Dysarthria,"An assistive system for persons with vocal impairment due to dysarthria converts dysarthric speech to normal speech or text. Because of the articulatory deficits, dysarthric speech recognition needs a robust learning technique. Representation learning is significant for complex tasks such as dysarthric speech recognition. We focus on robust representation for dysarthric speech recognition that involves recognizing sequential patterns of varying length utterances. We propose a hybrid framework that uses a generative learning based data representation with a discriminative learning based classifier. In this hybrid framework, we propose to use Example Specific Hidden Markov Models (ESHMMs) to obtain log-likelihood scores for a dysarthric speech utterance to form fixed dimensional score vector representation. This representation is used as an input to discriminative classifier such as support vector machine. The performance of the proposed approach is evaluated using UA-Speech database.The recognition accuracy is much better than the conventional hidden Markov model based approach and Deep Neural Network-Hidden Markov Model (DNN-HMM). The efficiency of the discriminative nature of score vector representation is proved for “very low” intelligibility words.",N/A
1280248,A modern approach to dysarthria classification,"This work deals with the assessment of neurological diseases known as dysarthrias, using a novel approach based on objective and perceptual features extracted from pathological speech signals. A methodology for the classification of dysarthria is developed in which digital signal processing algorithms are used to appraise the severity of those features less reliably judged by the clinicians, while the others are taken directly from perceptual judgments or medical records. The assessment process evaluates the performance of two different classifiers and compares them with the traditional assessment system. The first approach is based on the lineal discriminant analysis and the second is a non-lineal technique based on self-organizing maps. The non-lineal classifier provided the highest percent of correct classification and the most accurate information on the relevance of the features in the classifier decision. It also provided a bi-dimensional representation of de data that allows a better understanding of the correspondence between the speech deviations and the location of the damage in the peripheral or central nervous system.",Date Added to IEEEXplore:05 April 2004
8578023,Observations from a Simple Vocal-Tract-Model's Behaviour for PD-Dysarthric Speech: Applicability,"The uniform-element tube model of a speaker's vocal tract is a by-product from LPC speech analysis. It is used here to observe a speaker's articulation. The aim is an insight into possible articulatory weaknesses of PD (Parkinson-Disease) patients who suffer from dysarthria, i.e., speaking problems. Approved auditive methods exist for evaluation of the patients' speech handicaps, applying also instrumental signal features. But a direct view on vocal-tract movements can be an additional diagnostic aid. Due to its real-time potential, the simple estimation of vocal-tract areas from LPC analysis is regarded here, despite its known impreciseness. In a first measurement set, it is checked with fluent speech of healthy persons, whether any reaction appears on articulatory changes between clear and intentionally mumbled speech. Then, with sustained vowels of healthy and slightly as well as strongly handicapped speakers, the potential of the approach to display such differences is examined.",Date Added to IEEEXplore:16 December 2018
8962210,Automatic Assessment of Sentence-Level Dysarthria Intelligibility Using BLSTM,"Dysarthria is a motor speech impairment, often characterized by slow and slurred speech that is generally incomprehensible by human listeners. An understanding of the intelligibility level of the patient's dysarthric speech can provide an insight into the progression/status of the underlying cause and is essential for planning therapy. Automatic assessment of dysarthric speech intelligibility can be of immense value and serve to assist speech language pathologists in diagnosis and therapy. However, this is a non-trivial problem due to the high intra and inter speaker variability in dysarthric speech. In this article we propose a machine learning-based method to automatically classify dysarthric speech into intelligible (I) and non-intelligible (NI) using Bidirectional Long-Short Term Memory (BLSTM) Networks. We explored balancing of training data to represent both the classes almost equally and its implications on the binary classification. Additionally, we present a mechanism to use the available pre-trained acoustic models for transfer-learning. It was observed that the transfer learning method was able to handle channel noise. This technique provided significant improvement of roughly 6% as compared to traditional machine learning method.",N/A
9162481,Robust Estimation of Hypernasality in Dysarthria With Acoustic Model Likelihood Features,"Hypernasality is a common characteristic symptom across many motor-speech disorders. For voiced sounds, hypernasality introduces an additional resonance in the lower frequencies and, for unvoiced sounds, there is reduced articulatory precision due to air escaping through the nasal cavity. However, the acoustic manifestation of these symptoms is highly variable, making hypernasality estimation very challenging, both for human specialists and automated systems. Previous work in this area relies on either engineered features based on statistical signal processing or machine learning models trained on clinical ratings. Engineered features often fail to capture the complex acoustic patterns associated with hypernasality, whereas metrics based on machine learning are prone to overfitting to the small disease-specific speech datasets on which they are trained. Here we propose a new set of acoustic features that capture these complementary dimensions. The features are based on two acoustic models trained on a large corpus of healthy speech. The first acoustic model aims to measure nasal resonance from voiced sounds, whereas the second acoustic model aims to measure articulatory imprecision from unvoiced sounds. To demonstrate that the features derived from these acoustic models are specific to hypernasal speech, we evaluate them across different dysarthria corpora. Our results show that the features generalize even when training on hypernasal speech from one disease and evaluating on hypernasal speech from another disease (e.g., training on Parkinson's disease, evaluation on Huntington's disease), and when training on neurologically disordered speech but evaluating on cleft palate speech.",N/A
10889515,A Multi-modal Approach to Dysarthria Detection and Severity Assessment Using Speech and Text Information,"Automatic detection and severity assessment of dysarthria are crucial for delivering targeted therapeutic interventions to patients. While most existing research focuses primarily on speech modality, this study introduces a novel approach that leverages both speech and text modalities. By employing cross-attention mechanism, our method learns the acoustic and linguistic similarities between speech and text representations. This approach assesses specifically the pronunciation deviations across different severity levels, thereby enhancing the accuracy of dysarthric detection and severity assessment. All the experiments have been performed using UA-Speech dysarthric database. Improved accuracies of 99.53% and 93.20% in detection, and 98.12% and 51.97% for severity assessment have been achieved when speaker-dependent and speaker-independent, unseen and seen words settings are used. These findings suggest that by integrating text information, which provides a reference linguistic knowledge, a more robust framework has been developed for dysarthric detection and assessment, thereby potentially leading to more effective diagnoses.",Date Added to IEEEXplore:07 March 2025
1595343,Processing of pathological changes in speech caused by dysarthria,"Computer analysis of voice isolated sounds may lead to identification of parameters correlated with neurological diseases. This paper presents results of preliminary research of voice pathological changes caused by dysarthria. The selection of linguistic material was characterized according to the place and manner of articulation in the phonetic system of Polish. Results of clinical examination allowed to determine simple markers of neurodegenerative diseases, which serves as a basis for construction of objective examination model.",Date Added to IEEEXplore:21 February 2006
250584,A statistical causal model for the assessment of dysarthric speech and the utility of computer-based speech recognition,"The evaluation of the degree of speech impairment and the utility of computer recognition of impaired speech are separately and independently performed. Particular attention is paid to the question concerning whether or not there is a relationship between naive listeners' subjective judgments of impaired speech and the performance of a laboratory version of a speech recognition system. It is a difficult task to relate a speech impairment rating with speech recognition accuracy. Towards this end, a statistical causal model is proposed. This model is very appealing in its structure to support inference, and thus can be applied to perform various assessments such as the success of automatic recognition of dysarthric speech. The application of this model is illustrated with a case study of a dysarthric speaker compared against a normal speaker serving as a control.<>",N/A
10848870,Significance of Entropy Based Features For Dysarthric Severity Level Classification,"Dysarthria is a motor speech disorder arising from impairment of muscles that makes difficult to form or pronounce words while speaking. In this paper, we introduce an approach of multiband entropy based features extracted from dysarthric speech signals for dysarthric severity level classification. Generally, entropy is measured as the number of bits of information contained in each message signal. The information content of these signal measures how much randomness or uncertainity contains in a signal. Extending this, we use a frame-wise processing technique to divide the speech signal into short frames which allows for detailed analysis of different characteristics of speech signal. Furthermore we divide frames into equal sub bands and compute the entropy and zero mean entropy in each sub band using Gabor filterbank. It is expected that the mean entropy of very low dysarthric severity is lower compared to high dysarthric severity level indicating that randomness is increasing as the severity level of dysarthria is increasing. Experimental analysis were conducted on extensively used dataset namely UA Speech. Results were carried out by Convolutional Neural Network (CNN), along with 5-cross validation. The results are compared against standard MFCC, LFCC, and glottal source based LFRCC. It was observed that the addition of entropy information boosted the performance of MFCC by 4.38%, LFCC by 2.54%, and LFRCC by 1.88% compared to their traditional techniques indicating the crucial information captured by the entropy for dysarthria severity classification.",Date Added to IEEEXplore:27 January 2025
10782673,Automated Acoustic Analysis in Parkinson’s Disease Using a Smartphone*,"Dysarthria is a common speech disorder in Parkinson’s Disease (PD). The Dysarthria Analyzer software has emerged as a viable tool for automatic speech analysis in PD and quantification of dysarthria severity. However, most studies use the Dysarthria Analyzer with recordings obtained under tightly controlled conditions and high-quality microphones, and the utility of the Dysarthria Analyzer when used with recordings acquired under non-ideal conditions, such as in busy clinical settings, remains unexplored. This study investigates the Dysarthria Analyzer’s performance in a setting more akin to a clinical environment using a smartphone. We obtained data from three groups, including healthy controls (HC), PD patients with their deep brain stimulation on (ON-DBS), and PD patients with their DBS off (OFF-DBS). We found a significant decrease in pitch variability and an increase in speech rate for the OFF-DBS group compared to the HC. Furthermore, most of the estimated values for the speech markers fall within the reported values in the literature. Our findings demonstrate that the Dysarthria Analyzer effectively extracts relevant speech markers even when used with recordings obtained under non-ideal conditions, emphasizing its potential for widespread clinical adoption.Clinical Relevance— Our findings demonstrate the potential of using smartphone recordings obtained in clinical environments for automatic objective speech analysis. These findings are relevant for developing a clinical tool that can be widely accessible and easily implemented during routine clinical visits of PD to improve the assessment of dysarthria in PD.",Date Added to IEEEXplore:17 December 2024
9419963,Speech Vision: An End-to-End Deep Learning-Based Dysarthric Automatic Speech Recognition System,"Dysarthria is a disorder that affects an individual’s speech intelligibility due to the paralysis of muscles and organs involved in the articulation process. As the condition is often associated with physically debilitating disabilities, not only do such individuals face communication problems, but also interactions with digital devices can become a burden. For these individuals, automatic speech recognition (ASR) technologies can make a significant difference in their lives as computing and portable digital devices can become an interaction medium, enabling them to communicate with others and computers. However, ASR technologies have performed poorly in recognizing dysarthric speech, especially for severe dysarthria, due to multiple challenges facing dysarthric ASR systems. We identified these challenges are due to the alternation and inaccuracy of dysarthric phonemes, the scarcity of dysarthric speech data, and the phoneme labeling imprecision. This paper reports on our second dysarthric-specific ASR system, called Speech Vision (SV) that tackles these challenges by adopting a novel approach towards dysarthric ASR in which speech features are extracted visually, then SV learns to see the shape of the words pronounced by dysarthric individuals. This visual acoustic modeling feature of SV eliminates phoneme-related challenges. To address the data scarcity problem, SV adopts visual data augmentation techniques, generates synthetic dysarthric acoustic visuals, and leverages transfer learning. Benchmarking with other state-of-the-art dysarthric ASR considered in this study, SV outperformed them by improving recognition accuracies for 67% of UA-Speech speakers, where the biggest improvements were achieved for severe dysarthria.",N/A
8488841,An Optimal Speech Recognition Module for Patient's Voice Monitoring System in Smart Healthcare Applications,"During recent years, health care domain has rapidly developed in which patients and medical resources are directly connected with the smart way that enables Smart Health Care. The growth in design and development of a speech automated system will provide a life assistant service in smart health care environment. In automating the speech system, speech recognition is one of the basic steps to understand the human recognition and their behaviors. These speech recognition systems will be very much accessible for speakers who suffer from dysarthria, a neurological disability that damages the control of motor speech articulators. In this paper, the main objective is to develop an efficient speech recognition module based on the Voice Input Voice Output Communication Aid (VIVOCA) architecture that can device a support aid to the people with DYSARTHRIA. Totally there are seven features extracted from each noise eliminated real time bilingual isolated word speech signal data uttered by a speaker both in Tamil and English languages. Vector Quantization based Genetic Algorithm codebook is created for the recognition modeling. Optimization of Hidden Markov Model (HMM) is done based on Particle Swarm Optimization (PSO) method to improve the recognition accuracy compared to the conventional HMM and also experiment results of the proposed module shows 95% of accuracy. The proposed module will be very much useful for developing a speech recognition system that facilitates the patients and persons with special needs for communication. The proposed module is also evaluated for its complexity which will be therefore efficient for low consumption of energy.",Date Added to IEEEXplore:11 October 2018
